"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"NY",22924,"Rural",0,54,23956.91,"Separated","Male","Yes",17.39213562,10,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Mailed Check",5.388165017,182.446995,764.2419259,3,2,4,2,5,3,3,2
"OR",3241,"Suburban",1,84,56003.36,"Separated","Male","No",12.02476736,10,1,0,"No","Two Year","Yes","Yes","None","Yes","No","Yes","No","No","Yes","No","No","No","Electronic Check",2.810825808,95.005709,307.018806,2,3,3,6,2,3,4,3
"DC",20450,"Urban",1,33,65187.42,"Widowed","Female","Yes",9.826229752,13,2,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","No","Electronic Check",12.29558653,159.965008,1334.403775,4,5,3,4,4,5,3,4
"AR",892,"Rural",1,58,26005.77,"Divorced","Female","No",12.07226102,13,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Yes","No","Bank Transfer(automatic)",24.8868126,182.465269,2346.143947,2,3,3,3,3,3,4,2
"NC",14931,"Urban",2,58,10423.75,"Widowed","Male","No",15.42491471,12,1,1,"No","One year","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Mailed Check",9.660361769,129.977753,1491.768656,2,2,3,2,3,2,1,3
"NY",21997,"Rural",2,89,28219.28,"Married","Male","No",8.787582345,10,0,0,"No","One year","No","No","None","Yes","No","No","No","Yes","No","No","Yes","Yes","Electronic Check",5.25445262,127.488728,686.9354616,5,6,6,4,4,5,6,5
"MI",5302,"Urban",2,63,67319.27,"Widowed","Male","No",6.362190982,12,1,2,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",13.59137366,162.471255,1460.513443,2,3,3,4,4,3,3,4
"MI",740,"Urban",8,61,28129.21,"Separated","Male","No",5.600227586,10,1,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Credit Card (automatic)",8.498042024,192.48852,1239.802036,3,3,4,3,3,4,3,2
"NY",19201,"Rural",1,46,23629.05,"Married","Female","Yes",15.68552752,10,1,2,"Yes","One year","Yes","No","DSL","Yes","Yes","No","No","No","No","No","Yes","No","Credit Card (automatic)",11.16847385,159.947583,1599.727567,3,3,4,4,3,2,3,5
"VA",5983,"Suburban",0,58,20204.74,"Never Married","Female","No",16.26782621,14,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","No","No","Mailed Check",17.6210362,149.977753,1586.699491,3,3,2,5,4,3,5,3
"CA",32525,"Rural",2,62,29117.32,"Never Married","Female","No",14.19610787,7,1,0,"Yes","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","No","No","Yes","Mailed Check",17.52138221,92.455141,1866.966586,3,3,2,3,4,3,3,4
"NJ",9562,"Suburban",4,30,52531.72,"Widowed","Female","No",15.83394061,14,1,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",10.4103675,149.944668,1718.555203,5,4,3,3,4,4,4,3
"VA",170,"Urban",0,66,78272.96,"Widowed","Male","Yes",9.424686492,10,0,0,"No","Month-to-month","Yes","Yes","None","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",5.988505209,187.513939,1007.289786,3,3,3,4,4,3,4,3
"CA",758,"Suburban",1,48,37096.85,"Married","Female","No",7.951590644,5,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Mailed Check",1.665591776,112.455141,169.3992798,4,4,4,6,1,5,5,6
"KY",512,"Suburban",4,48,25299.48,"Never Married","Female","No",10.16142541,13,1,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Electronic Check",3.288124191,160.00128,627.0001275,4,3,4,3,3,4,3,2
"HI",599,"Urban",2,28,37631.4,"Married","Male","No",9.632814549,13,3,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","Yes","No","No","Yes","Electronic Check",32.30772134,127.481989,2938.319116,3,2,3,4,4,3,4,3
"IA",19073,"Rural",1,29,45562.97,"Widowed","Male","No",9.301929385,13,2,0,"No","Two Year","No","No","None","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",5.2551003,200.165175,1119.610001,5,4,3,4,3,4,5,4
"TX",23666,"Urban",1,22,15380.9,"Divorced","Female","No",8.535578793,12,1,2,"No","Month-to-month","No","Yes","DSL","Yes","No","No","Yes","No","Yes","No","No","Yes","Mailed Check",6.417132666,127.460067,1155.782468,4,4,4,3,3,3,4,2
"AZ",5364,"Urban",2,84,60476.86,"Separated","Female","No",8.763218085,9,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Electronic Check",6.325942162,169.937833,717.6823944,2,3,3,2,4,4,3,3
"MN",17872,"Urban",1,85,76984.15,"Widowed","Female","No",9.320914781,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","Yes","No","No","Yes","No","Bank Transfer(automatic)",10.03363969,142.482694,1467.273158,5,4,3,3,4,3,3,3
"NY",0,"Suburban",8,25,43586.8,"Never Married","Female","No",6.697226378,16,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Electronic Check",18.46162568,152.479779,2192.693797,3,3,3,4,4,6,4,3
"MO",1003,"Suburban",4,48,13148.09,"Separated","Female","No",16.41445271,13,1,0,"No","Month-to-month","Yes","No","None","Yes","No","No","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",16.52138638,105.010962,1568.47416,4,4,4,5,2,4,4,4
"FL",41863,"Rural",2,88,18113.33,"Never Married","Female","No",8.623296005,18,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","No","No","Mailed Check",2.644787483,134.950905,243.2617759,4,4,3,4,5,3,3,3
"IN",1691,"Rural",1,26,23028.48,"Separated","Female","Yes",6.007630739,16,0,1,"No","Two Year","Yes","No","None","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Credit Card (automatic)",5.505247606,245.174977,1339.709597,3,3,4,4,5,3,3,5
"MT",618,"Suburban",2,22,31843.16,"Never Married","Male","No",18.39537758,11,2,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",14.16961729,169.944668,1624.799349,2,3,2,4,3,3,2,4
"RI",30781,"Rural",4,61,72129.01,"Widowed","Female","Yes",10.4523599,15,1,2,"No","Month-to-month","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",7.262579715,267.642733,1803.917571,4,4,4,4,3,3,4,5
"TX",56959,"Rural",2,27,59147.78,"Divorced","Male","Yes",5.763454353,11,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Electronic Check",10.8600084,164.978458,1932.20577,2,1,2,3,4,3,3,3
"OH",8800,"Rural",6,19,69369.36,"Divorced","Male","No",10.04912841,12,3,0,"No","Two Year","No","No","DSL","Yes","Yes","No","No","No","No","No","No","Yes","Mailed Check",10.85041661,124.960655,1738.71901,3,4,2,2,4,3,4,3
"PA",417,"Urban",2,83,25886.2,"Widowed","Female","No",8.961461799,15,1,0,"No","Month-to-month","No","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","No","Yes","Electronic Check",1.715329149,169.992756,250.9270047,3,3,2,4,3,3,1,3
"CO",1506,"Suburban",1,21,54727.46,"Never Married","Female","No",13.17156155,12,1,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",9.16272705,192.440432,1233.975771,5,4,3,2,4,3,3,3
"NY",3345,"Urban",6,84,31392.97,"Separated","Female","No",4.843029288,13,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","No","Electronic Check",14.68216127,159.965008,1516.667438,4,4,5,3,3,3,5,4
"FL",25854,"Suburban",1,36,10466.23,"Separated","Female","No",7.565105658,10,0,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","No","No","No","No","Yes","Electronic Check",5.440398012,112.484375,589.9932647,3,4,3,4,4,3,4,4
"ND",90,"Suburban",0,87,20197.89,"Divorced","Female","No",7.940679007,14,1,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",11.92300936,179.965581,1021.482609,4,4,5,4,3,5,4,5
"MI",37,"Rural",0,34,48005.75,"Divorced","Female","No",7.794425904,9,2,0,"No","Two Year","No","No","None","Yes","No","Yes","No","No","Yes","No","No","No","Bank Transfer(automatic)",13.90000955,95.005709,1266.503765,2,3,2,3,3,4,1,4
"GA",34928,"Suburban",4,36,7953.27,"Married","Male","No",9.879617841,10,2,1,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Credit Card (automatic)",3.179043613,182.45383,744.2470872,3,4,2,4,2,3,3,2
"TX",49612,"Suburban",0,73,19563.77,"Married","Female","No",11.31172944,16,0,1,"No","One year","No","Yes","DSL","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",20.04140358,129.962093,2256.776479,4,4,4,3,4,3,3,3
"NY",7286,"Urban",0,83,27113,"Divorced","Male","No",11.06959212,11,0,0,"No","One year","No","Yes","None","Yes","No","Yes","Yes","No","No","Yes","No","No","Credit Card (automatic)",8.001673351,129.976324,955.0876357,3,3,4,3,4,4,3,3
"MS",73,"Suburban",2,62,23165.82,"Married","Male","Yes",11.06361355,10,2,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Electronic Check",14.68600159,172.44408,1562.32774,2,3,4,3,3,2,3,2
"MN",20818,"Urban",4,56,49800.1,"Never Married","Male","No",11.35513416,11,3,1,"No","Two Year","Yes","No","Fiber Optic","No","No","No","Yes","No","No","Yes","Yes","No","Electronic Check",4.957713222,230.105118,1103.594576,5,4,4,5,4,3,4,4
"TX",10025,"Urban",10,32,6958.83,"Never Married","Male","No",7.524691972,11,0,0,"Yes","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","No","Credit Card (automatic)",28.79864005,182.460772,3143.245184,1,2,2,3,2,2,4,3
"ND",517,"Rural",2,50,19133.76,"Divorced","Male","Yes",9.993073346,11,3,1,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",7.176411327,255.155493,1381.802291,6,5,5,3,3,4,3,4
"AR",4295,"Suburban",7,53,23413.1,"Widowed","Male","No",11.38306511,11,3,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",5.709925704,172.457857,1091.10126,4,4,4,3,4,4,3,3
"PA",8819,"Rural",3,29,9487.91,"Separated","Female","No",10.02701706,14,1,0,"No","One year","No","No","Fiber Optic","Yes","No","Yes","No","Yes","No","No","No","No","Electronic Check",2.206152519,127.495766,497.9042695,3,3,4,4,3,2,2,4
"CA",27454,"Suburban",3,34,47946.16,"Separated","Female","No",16.23914454,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Credit Card (automatic)",5.622660986,164.988941,961.5888385,6,5,4,2,4,5,4,2
"AL",2958,"Urban",0,26,11249.18,"Divorced","Male","Yes",8.90345193,14,0,1,"Yes","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Bank Transfer(automatic)",10.06913982,257.63748,2062.605873,4,5,3,2,4,2,5,3
"AZ",34488,"Suburban",0,28,16051.94,"Separated","Female","No",13.4911859,15,0,0,"No","One year","No","No","DSL","Yes","No","Yes","No","No","No","No","No","No","Electronic Check",16.88097916,94.972827,1939.600904,3,3,2,4,3,3,5,4
"AR",2144,"Urban",1,22,21278.71,"Never Married","Male","Yes",13.24354261,7,1,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Mailed Check",1.534192133,182.490006,736.9303356,4,4,4,4,4,3,3,3
"NV",12695,"Rural",2,20,20314.7,"Widowed","Female","No",7.766411994,10,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","Yes","No","No","No","Yes","Electronic Check",10.15330548,107.495766,1561.294194,3,3,4,4,3,4,5,3
"OH",19592,"Urban",0,81,28908.4,"Separated","Male","Yes",8.27152774,13,0,1,"No","One year","No","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",1.542556879,225.145743,1192.502878,1,3,4,3,3,3,3,3
"NY",2905,"Suburban",1,28,52946.65,"Never Married","Male","No",8.363844619,10,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","No","No","Yes","No","Electronic Check",20.91720893,182.443347,2633.809472,4,4,3,3,2,5,3,4
"WI",19151,"Rural",3,56,35939.37,"Separated","Male","Yes",12.48417719,12,1,0,"No","Month-to-month","No","No","None","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",1.502124145,139.99789,522.7806578,3,4,3,1,4,3,3,3
"GA",43597,"Suburban",0,22,12765.41,"Widowed","Male","Yes",8.088906499,17,1,0,"Yes","Month-to-month","No","No","None","Yes","Yes","No","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",2.050742411,149.991327,655.3814577,2,2,3,3,5,2,2,3
"NE",722,"Urban",0,44,24202.12,"Divorced","Nonbinary","No",10.36003643,14,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Electronic Check",8.878536605,197.494455,1136.118286,2,3,3,7,1,3,4,3
"KY",160,"Suburban",1,59,1668.97,"Separated","Male","No",11.24744549,8,2,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",2.359067126,204.961033,673.2665835,3,3,3,4,3,3,4,3
"NM",1341,"Rural",0,77,36121.33,"Separated","Male","No",8.397331803,15,1,0,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","No","Bank Transfer(automatic)",1.815836226,179.947583,369.7619068,3,3,3,4,4,4,3,3
"WA",109,"Rural",4,20,76136.04,"Divorced","Male","No",12.1663565,8,0,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","No","Yes","Electronic Check",8.932053699,167.456419,1197.180331,4,4,3,3,3,3,5,2
"NH",2433,"Rural",0,53,20957.58,"Divorced","Male","Yes",9.133118524,7,0,0,"Yes","Month-to-month","No","No","Fiber Optic","No","Yes","No","No","No","No","Yes","Yes","Yes","Electronic Check",7.349620762,240.114868,1164.240281,3,3,3,5,4,3,5,4
"LA",7157,"Rural",1,59,21663.69,"Never Married","Male","No",12.35764261,10,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","Yes","No","No","No","Credit Card (automatic)",1.597765127,139.987503,775.0343206,4,4,3,3,4,4,2,3
"MN",212,"Suburban",1,32,23706.94,"Separated","Male","Yes",11.27381764,14,1,0,"No","Two Year","Yes","No","Fiber Optic","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",5.915247686,204.979684,973.4512833,6,5,4,4,3,6,6,5
"NY",1593,"Suburban",0,59,19942.74,"Widowed","Female","No",10.11933502,8,1,1,"Yes","Two Year","No","No","None","Yes","No","No","No","No","No","Yes","No","Yes","Electronic Check",12.85397739,104.962874,1215.114995,4,4,4,4,2,4,4,4
"MI",11923,"Urban",1,54,51203.14,"Widowed","Female","Yes",8.776451212,13,1,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Credit Card (automatic)",1.410971237,169.937833,382.5347203,3,3,2,5,3,3,4,3
"MS",3067,"Suburban",3,23,28082.45,"Divorced","Female","Yes",9.879567236,11,1,1,"Yes","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","No","No","Yes","No","Electronic Check",1.894776657,162.465269,1052.042079,5,5,4,4,4,3,3,4
"IL",1547,"Rural",3,55,69662.99,"Widowed","Male","No",7.329478649,10,2,0,"No","Two Year","No","No","DSL","Yes","Yes","No","Yes","No","No","No","No","Yes","Credit Card (automatic)",5.204111135,147.456419,1159.678094,3,4,5,4,3,3,4,4
"ID",1012,"Rural",4,61,16706.02,"Divorced","Male","No",11.13291822,9,1,1,"No","One year","No","No","DSL","Yes","No","No","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",1.387575524,127.442069,851.811469,3,2,4,2,4,3,4,5
"MI",463,"Urban",1,34,65191.79,"Separated","Male","No",7.879092117,12,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Credit Card (automatic)",10.81527088,162.500692,1305.953642,4,4,4,3,6,4,3,4
"MA",6257,"Rural",0,41,10299.94,"Never Married","Female","No",6.048302665,13,0,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","Yes","Bank Transfer(automatic)",1.084656113,147.478341,261.1185652,3,3,2,4,2,3,4,3
"MN",535,"Rural",0,55,14536.31,"Separated","Male","No",13.12045068,10,2,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",14.08939653,210.12704,1713.178075,3,5,3,3,3,3,3,2
"NC",7244,"Suburban",1,85,19373.31,"Widowed","Female","Yes",13.25882319,15,0,1,"No","Two Year","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",6.951491551,200.118516,1356.299478,4,3,1,4,3,4,5,3
"WV",221,"Suburban",2,48,21064.75,"Separated","Male","No",10.4962468,11,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",4.768869377,149.959755,771.6292755,2,3,3,3,5,4,3,4
"WV",8144,"Urban",9,26,29353.41,"Married","Female","No",7.752382962,11,0,0,"Yes","Two Year","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",16.1217624,149.977753,1845.830672,5,5,5,2,4,4,3,4
"KS",353,"Rural",1,56,35089.38,"Divorced","Female","Yes",9.647132151,12,0,1,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Mailed Check",2.437089876,139.934918,909.6827162,2,3,3,3,3,2,4,2
"KS",667,"Suburban",0,73,55081.63,"Married","Female","No",8.442478548,12,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","No","No","Mailed Check",16.18199957,152.479779,1602.254193,3,4,5,1,5,3,3,4
"NC",33287,"Suburban",0,55,16581.74,"Married","Female","No",10.21682783,9,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","Yes","Credit Card (automatic)",14.46037646,139.95684,1435.057667,4,4,4,4,3,3,3,2
"MS",2878,"Suburban",1,71,26164.5,"Never Married","Female","No",12.27450189,15,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Yes","No","No","Credit Card (automatic)",7.737353244,142.471255,1290.274294,3,3,2,3,3,3,5,5
"NY",2737,"Suburban",2,26,60231.84,"Never Married","Male","Yes",9.712856304,13,0,1,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Mailed Check",4.109952242,159.947583,1200.010955,2,2,2,3,4,2,2,2
"IA",11528,"Urban",2,71,20191.76,"Widowed","Male","Yes",9.741346714,13,0,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",2.566196093,240.114868,774.8506663,4,4,4,3,4,5,4,4
"WY",21434,"Suburban",0,51,44316.41,"Never Married","Male","Yes",15.26191649,10,2,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Mailed Check",4.440328327,172.440432,1178.437008,2,3,3,4,3,4,3,6
"NY",2780,"Rural",0,58,58324.01,"Married","Male","Yes",12.35356432,9,3,2,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",6.396338897,149.962093,821.4684599,2,3,3,4,3,4,2,2
"IA",2909,"Rural",1,37,29823.06,"Widowed","Female","No",16.27747113,13,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Mailed Check",2.981008475,159.951231,477.2500925,2,3,2,4,3,3,3,3
"WI",4946,"Suburban",1,56,15621.76,"Widowed","Female","Yes",10.75643368,13,1,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Mailed Check",2.08299524,144.988941,951.3512058,5,5,3,4,3,4,4,3
"MN",341,"Urban",0,53,12782.07,"Widowed","Female","Yes",5.330342998,16,2,1,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Bank Transfer(automatic)",7.110141173,150.020764,894.626194,4,4,4,4,4,3,5,3
"WI",4487,"Suburban",2,55,14331.34,"Widowed","Male","Yes",10.54615588,10,0,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",3.041138012,275.133571,1045.360604,4,4,4,4,4,5,5,4
"MO",3313,"Urban",0,38,99007.42,"Widowed","Female","No",5.114864238,10,3,2,"Yes","One year","No","Yes","None","No","No","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",3.838043219,149.984492,688.2231899,5,4,4,3,5,4,3,3
"WI",1166,"Suburban",0,55,22322.51,"Never Married","Female","No",11.98809409,15,2,1,"Yes","Two Year","No","No","None","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",12.36979696,139.99789,1241.892931,3,2,2,3,4,3,3,4
"FL",24983,"Urban",0,64,67019.55,"Separated","Female","No",12.29322885,14,1,0,"Yes","One year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",14.28414317,220.132293,1662.516242,3,4,3,3,4,2,2,2
"OK",2885,"Rural",0,80,61436.18,"Never Married","Male","Yes",8.157170567,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",3.769989038,242.632554,857.6130334,4,4,4,5,3,4,4,5
